user;method;session;n_from;n_to;rowcnt;type_of_action;sumdist;elpstime;direction;straight;avg_velo;min_ang;max_ang;avg_ang;min_vel;max_vel;avg_vel
user16;train;session_1607878631.csv;11074;11133;60;1;1798.3877307467294;6.411000000000058;7;0.15350705799868192;280.5159461467342;-3.117787627404723;3.141592653589793;-0.300462984735188;4.566210045661038;1534.5253719458367;302.97838155651675
user16;train;session_1607878631.csv;11134;11147;14;1;727.1990126972286;1.543999999999869;6;0.017876811949705695;470.983816513789;-1.983925159073298;1.6657480331376529;0.10916885615768922;28.844410203711913;1523.1844607472478;504.344261714504
user16;train;session_1607878631.csv;11148;11183;36;1;1851.6890303637563;3.4470000000001164;2;0.547704271957802;537.1885785795456;-3.0492633188581943;3.1110677866725904;-0.6219547700279157;15.971914124961145;2899.314820579806;542.2745930968956
user16;train;session_1607878631.csv;11184;11197;14;1;531.9663278475157;0.998000000000502;6;0.7604184226686802;533.032392632513;-0.16514867741462683;2.746801533890032;1.236092351017199;20.514385114605762;1633.8004561839973;419.94397670335695
user16;train;session_1607878631.csv;11198;11212;15;1;810.8405145580639;2.1690000000007785;6;0.7156918958009942;373.83149587725813;0.0;2.896613990462929;1.1370666576565673;23.013524816776908;2157.2122090186626;508.78564459207684
user16;train;session_1607878631.csv;11213;11232;20;1;130.82009470293278;2.744999999999891;1;0.23135201032815494;47.657593698702364;-1.9513027039072615;3.141592653589793;0.05627252270136026;0.0;220.18348623776782;55.61095052803173
user16;train;session_1607878631.csv;11233;11245;13;1;413.0162573512652;2.4650000000001455;5;0.09229234062007576;167.55223421957032;-1.1410340476982082;2.686678446997414;0.339997535470401;0.0;931.0529008264739;285.82848228946875
user16;train;session_1607878631.csv;11246;11257;12;1;121.1834478572383;1.2950000000000728;1;0.3310051244582347;93.57795201330617;-2.158798930342464;2.214297435588181;-0.21760058171281096;60.92618484691127;183.4862385330042;88.72248399091646
user16;train;session_1607878631.csv;11258;11270;13;1;441.27325729947904;2.027999999999338;1;0.3187494493569075;217.59036355997196;-2.544766749604092;2.9634997153585956;-0.15175353192645885;0.9861932938863658;1714.5946199499467;332.3407295876796
user16;train;session_1607878631.csv;11271;11282;12;0;551.0385628928483;1.231999999999971;4;0.28726488646927606;447.27156078966016;-2.807890477052243;2.694072678432623;-0.2657126801085072;12.820512820591752;870.8350440398606;356.23866194917804
user16;train;session_1607878631.csv;11283;11290;8;1;55.57323714999218;0.4679999999998472;1;0.8194806076174241;118.74623322651779;-2.875340604438868;3.141592653589793;-0.11452819493393818;85.10638297867729;216.08844225527434;72.424779353754
user16;train;session_1607878631.csv;11291;11297;7;0;297.79714796165314;0.8580000000001746;5;0.9143913625934645;347.0829230321591;0.0;2.5308666892005847;0.6239685776255498;47.575914414403044;753.574417720847;217.12523039673925
user16;train;session_1607878631.csv;11298;11318;21;1;383.1602181876874;2.6829999999999927;0;0.6445913980130048;142.81036831445712;-2.9504081939927786;3.141592653589793;1.0974159241215578;1.2820512820517007;819.1381389232471;173.72979262796852
user16;train;session_1607878631.csv;11319;11333;15;1;653.4585330942976;1.4039999999995416;6;0.02174991936558112;465.4263056228711;-2.224879051209257;1.4274562717492947;0.05860009941445443;30.08965026294991;1341.7411589481;435.2160402209327
user16;train;session_1607878631.csv;11334;11353;20;1;710.239633191919;2.2619999999997162;3;0.6536707258840626;313.98745941291253;-2.5308666892005847;2.896613990462929;-0.5116794756611303;4.761661826164339;1328.2490104923054;342.2393971725585
user16;train;session_1607878631.csv;11354;11361;8;1;45.87567548113261;0.6549999999997453;1;0.9237845493580489;70.03919920786328;-3.0309354324158977;0.0;-1.6534267229012323;31.54248392817393;176.47141341068877;52.30754368875634
user16;train;session_1607878631.csv;11362;11369;8;1;19.612726616439886;0.5779999999995198;1;0.9847283497868748;33.93205296964737;-2.976443976175166;3.141592653589793;-0.30963715681187953;4.5871559633059675;72.8486284079822;23.691004009212786
user16;train;session_1607878631.csv;11370;11412;43;0;1326.555281957401;10.029999999999745;0;0.3726013120430154;1.322587519399237;-2.835713782184941;3.017237659043032;-0.07724708715212163;0.2281542322610183;1324.4677708477818;282.0547604451617
user16;train;session_1607878631.csv;11413;11434;22;1;284.8148425020223;4.164999999999964;2;0.3675722013176889;68.3829153666326;-2.335789159505807;2.5535900500422257;0.5854869136634672;1.3947001394689382;635.879759673516;118.88934351071173
user16;train;session_1607878631.csv;11435;11505;71;0;783.7055861096976;11.404000000000451;3;0.07627172447785385;0.6872199106538641;-2.896613990462929;3.141592653589793;-0.21776834336565734;0.43308791684708314;832.2527429232642;98.65962763764338
user16;train;session_1607878631.csv;11506;11538;33;1;553.8149743638679;1.9500000000007276;5;0.9220174410520835;284.0076791608519;-1.2490457723982544;1.0018131686855525;-0.011106707451402832;0.0;2242.2326158862825;169.1016138725469
user16;train;session_1607878631.csv;11539;11550;12;1;237.05525283738783;1.061000000000604;4;0.9307055829299775;223.42625149599706;-1.5707963267948966;0.8760580505981934;-0.3544312186541157;6.410256410258503;812.8461076425615;196.16132508612444
user16;train;session_1607878631.csv;11551;11555;5;0;80.93916561450173;0.5609999999996944;6;0.8445768389611689;144.27658754821002;1.1801892830972098;2.677945044588987;1.0457192193187421;65.38210460549904;262.6396615846668;87.35421590563094
user16;train;session_1607878631.csv;11556;11593;38;0;516.5243504603914;11.527999999999338;1;0.7797752196972249;0.44806067874776284;-2.988943325194528;3.141592653589793;-0.24333436376022133;0.27995520716691547;1046.072731341621;121.38989224162533
user16;train;session_1607878631.csv;11594;11607;14;1;413.13361409522804;2.4650000000001455;6;0.8251538977597481;167.59984344633008;-0.7853981633974483;2.498091544796509;0.9010826410120761;0.0;1199.3461170598625;258.7533648067491
user16;train;session_1607878631.csv;11608;11617;10;1;175.86672007908916;1.4970000000002983;4;0.7824982808140127;117.47943893056387;-1.0743735733900148;1.1525719972156676;0.08470855973573659;0.0;409.6718084747689;164.2954558226856
user16;train;session_1607878631.csv;11618;11650;33;0;530.6338644595303;5.6010000000005675;3;0.2279045389378866;94.73912952320595;-2.976443976175166;3.141592653589793;-0.025452863508243682;2.4630541871924274;651.9573579588331;126.93760614150277
user16;train;session_1607878631.csv;11651;11655;5;1;1.0;0.17199999999957072;6;1.0;5.813953488386604;0.0;1.5707963267948966;0.3141592653589793;0.0;0.0;0.0
user16;train;session_1607878631.csv;11656;11688;33;1;529.2112534872717;3.2910000000001673;4;0.10408274021521055;160.80560725835454;-2.2390857456254807;1.503103304100928;-0.49502208634205563;0.7541478129713299;1130.669575715234;155.55988256689164
user16;train;session_1607878631.csv;11689;11694;6;1;41.2297560587765;0.3739999999997963;0;0.977723193026551;110.23998946202931;0.0;3.141592653589793;1.4508999024751013;31.746031745980417;239.2367855111934;78.33041012671916
user16;train;session_1607878631.csv;11695;11701;7;1;21.219544457292887;0.7799999999997453;0;0.9941317615081458;27.204544176025404;0.0;3.141592653589793;1.3151584306993482;2.5641025641004114;88.0;24.079927871138583
user16;train;session_1607878631.csv;11702;11709;8;1;68.93546048418914;0.6399999999994179;4;0.9429109422560286;107.71165700664349;-0.5404195002705842;0.43240777557053783;-0.0031088116014506353;5.813953488386604;388.4385348003896;89.42517685955212
user16;train;session_1607878631.csv;11710;11715;6;0;96.01086828130937;0.4529999999995198;0;0.9999410474110403;211.9445215925191;3.1198569467480004;3.141592653589793;1.5680793634396726;11.627906976773208;412.8440366958147;107.04858464471104
user16;train;session_1607878631.csv;11716;11722;7;1;56.071337695236394;0.420999999999367;1;0.9993644740394374;133.1860752857974;-3.070285188804503;3.141592653589793;0.4589857311964405;0.0;224.57070156189118;57.92755899472922
user16;train;session_1607878631.csv;11723;11744;22;1;756.7335746438222;2.838999999999942;6;0.17594902655061267;266.5493394307283;-2.8016622841201726;2.661642141270325;0.3368801251035261;0.0;1145.907918414933;316.7057540276943
user16;train;session_1607878631.csv;11745;11756;12;1;416.606601320958;1.0919999999996435;2;0.5336817314461064;381.50787666766854;-2.1112158270654806;2.601173153319209;0.30346413338703426;23.391812865459254;1425.8891264094293;353.7684298868038
user16;train;session_1607878631.csv;11757;11783;27;1;503.19550145643115;1.9809999999997672;7;0.4449420371574806;254.0108538397225;-2.819842099193151;2.356194490192345;-0.46579937497922014;13.514007094714815;2351.6501431573174;178.19506911847336
user16;train;session_1607878631.csv;11784;11792;9;1;32.07863106735476;0.9360000000006039;1;0.46863896239237396;34.27204173860477;-1.5707963267948966;3.141592653589793;0.5533638058372394;2.6666666666666665;101.33358731329285;34.593690173801356
user16;train;session_1607878631.csv;11793;11826;34;1;1346.4164099007853;5.554000000000087;4;0.19286509001920035;242.4228321751466;-1.892546881191539;3.141592653589793;0.9253139818893861;0.0;3368.7553185967827;334.1047162892492
user16;train;session_1607878631.csv;11827;11837;11;0;474.61491093317755;11.71599999999944;1;0.8671153323174401;0.4050997874131105;-2.912360720312798;3.0051900491888457;-0.12676492788855445;0.7575040242401507;1269.4837353334651;409.42034809810974
user16;train;session_1607878631.csv;11838;11862;25;1;2100.886742801361;3.462999999999738;5;0.10966058121456505;606.6666886518972;-3.0757538842870993;3.141592653589793;0.2989058563604103;2.9154518950450306;4698.865239660757;793.2034725445292
user16;train;session_1607878631.csv;11863;11877;15;1;468.46420798485735;1.498000000000502;4;0.558932018971477;312.72644057723653;-1.7149507139080509;2.356194490192345;-0.2007298360266779;8.0;1178.640245749311;325.02542132222055
user16;train;session_1607878631.csv;11878;11886;9;1;265.03651107068276;0.6700000000000728;0;0.9871091054986902;395.57688219500596;0.0;3.1302295063255023;1.8811455191379112;33.6412517042262;1614.783149269652;348.20438402419273
user16;train;session_1607878631.csv;11891;11907;17;0;410.794259199474;1.5909999999994398;3;0.4480781270040341;258.19878013803816;-2.214297435588181;3.141592653589793;0.8247148523700297;32.984845004941285;576.2777108304641;184.36602898111758
user16;train;session_1607878631.csv;11908;11924;17;1;475.469759351064;1.7780000000002474;5;0.787708787440335;267.41831234589307;-1.5707963267948966;2.432966381462123;0.4030204994356225;0.0;1851.4161532605979;268.1331529581647
user16;train;session_1607878631.csv;11925;11974;50;0;793.4481699482392;10.030999999999949;1;0.4638977186575073;0.7909960820937526;-3.070285188804503;3.141592653589793;0.5512209407322809;0.5385029617662982;1528.700265365117;142.6831766779056
user16;train;session_1607878631.csv;11975;12016;42;0;767.010636073731;10.124000000000706;6;0.3345212687298323;0.757616195252546;-3.050932766389048;3.141592653589793;0.6370659447415492;0.36416605972322125;513.269751587799;163.96229138876603
user16;train;session_1607878631.csv;12017;12021;5;0;77.37680461353955;10.280999999999949;3;0.979652429582558;0.07526194398749142;-1.5707963267948966;-1.1071487177940904;-1.1574581631487053;0.10047221943133208;284.55160402470443;139.78803151993793
user16;train;session_1607878631.csv;12022;12094;73;1;1881.5944299823743;10.561000000000604;7;0.05934577336106827;178.1644190874223;-3.1172072444170746;3.141592653589793;0.364629710321444;0.0;1220.4093835596482;237.5521153375897
user16;train;session_1607878631.csv;12095;12139;45;1;1981.813490555824;7.036000000000058;3;0.5177787079518699;281.6676365201546;-2.356194490192345;3.141592653589793;-0.1285532854859341;1.526717557252502;4039.3027454786397;419.0415863347751
user16;train;session_1607878631.csv;12140;12189;50;1;2618.988770912944;9.42200000000048;0;0.2188350402450825;277.9652696787105;-3.132023567682183;3.141592653589793;0.45787398635983123;1.831501831500904;2173.2026866777724;451.64417292561313
user16;train;session_1607878631.csv;12190;12199;10;1;1138.409484926062;0.8429999999998472;6;0.9042584000892192;1350.4264352624773;-1.750649826587375;1.0001294477191147;-0.136237773902054;55.07556594840097;8145.231328067215;1278.0470236029619
user16;train;session_1607878631.csv;12200;12220;21;1;498.6828586195698;2.963999999999942;3;0.8230554856665853;168.24657848163955;-2.0344439357957027;2.5535900500422257;-0.6693983624900912;5.978791383692534;1119.5712143567032;229.7767903711229
user16;train;session_1607878631.csv;12221;12253;33;1;322.1495649519937;6.130000000000109;2;0.21535273000957827;52.552946974223154;-3.079173843593836;3.141592653589793;-0.4474381942881319;2.0145492341490607;322.14770396364213;80.96120313289111
user16;train;session_1607878631.csv;12254;12282;29;1;262.92304585087396;5.819000000000415;7;0.11636148890085975;45.18354456966063;-2.8535372065391673;3.141592653589793;0.22854955441559338;1.335113484646558;516.7019390928385;74.03551172705589
user16;train;session_1607878631.csv;12283;12291;9;1;19.0;1.9340000000001965;2;0.05263157894736842;9.824198552222374;-1.5707963267948966;1.5707963267948966;0.17453292519943295;1.2315270935962137;64.22018348655148;12.800729127779624
user16;train;session_1607878631.csv;12292;12325;34;0;460.4053357724524;4.75800000000072;3;0.5365541346871012;96.76446737544823;-2.677945044588987;2.137525544318403;-0.4562621936137303;1.2091898428049905;645.404856405404;116.92863404359002
user16;train;session_1607878631.csv;12326;12335;10;1;68.87489060841783;0.7800000000006548;1;0.7953752552677597;88.30114180558975;-2.2752903910371143;2.976443976175166;0.5154440547743331;33.94112549695428;240.8147660249749;70.92855840469366
user16;train;session_1607878631.csv;12336;12341;6;1;20.615528128088304;0.3900000000003274;7;1.0;52.86032853351538;0.0;1.9693187724613168;0.32821979541021945;0.0;109.65706451104859;21.93141290220972
user16;train;session_1607878631.csv;12342;12357;16;1;950.9785845944772;1.9500000000007276;7;0.6678731437435129;487.6813254328833;-3.077849341057106;2.643770320972792;0.14754733560704789;9.17431192657366;3261.064633957725;558.650487888288
user16;train;session_1607878631.csv;12358;12370;13;1;264.4041156156983;1.4510000000000218;4;0.7919843283305021;182.221995600065;-1.2277723863741932;2.4149503129080676;-0.009013459998297134;14.865946103775673;789.4707309457152;198.0298153704058
user16;train;session_1607878631.csv;12371;12377;7;1;83.56866591283953;0.6400000000003274;6;0.9990170950681684;130.57604048874498;0.0;1.5707963267948966;0.8462089428808129;8.547008547027948;304.9682594226967;125.71542165343328
user16;train;session_1607878631.csv;12378;12416;39;1;743.9163039491053;4.289999999999964;0;0.3386464183601668;173.40706385760177;-2.8670173721501677;3.141592653589793;0.5307047149959201;2.0181118930500337;1341.1478986156303;181.45259982087708
user16;train;session_1607878631.csv;12417;12432;16;1;355.7560587675527;2.074999999999818;2;0.41281230322332657;171.44870302052234;-1.5828439366490825;2.8785979219088738;0.85758813003323;0.0;1053.2452167678423;221.62894648894888
user16;train;session_1607878631.csv;12433;12449;17;1;229.19119060285965;1.6690000000007785;3;0.8123701284709725;137.32246291357265;-2.356194490192345;2.999695598985629;-0.49884903883555415;12.82051282044226;409.09090909212676;130.7693370144061
user16;train;session_1607878631.csv;12450;12460;11;1;367.89363509340944;1.0760000000000218;5;0.8678820195456718;341.9085828005595;-1.2793395323170296;1.8157749899217608;0.1533148300309085;31.927542840771828;1594.140647400502;329.0192494715518
user16;train;session_1607878631.csv;12461;12466;6;1;48.35895907268318;0.5299999999997453;6;0.9044416235577029;91.24331900510644;0.0;1.7475051828649333;0.5805750311790762;0.0;140.8065609238813;52.17200787214407
user16;train;session_1607878631.csv;12467;12501;35;0;1356.810885648083;5.131999999999607;2;0.19649630598621193;264.38247966644326;-2.987885124531314;3.125465019746157;0.10231247705867705;0.915750915750452;2184.584566865653;334.9259902338978
user16;train;session_1607878631.csv;12502;12508;7;3;215.77858225976217;0.6550000000006548;4;0.9941906864199328;329.4329500145747;-0.7853981633974483;0.0;-0.14633260918813593;248.12899870833317;681.1639124551826;337.5065610904716
user16;train;session_1607878631.csv;12513;12611;99;0;913.9269566044163;6.552000000000589;7;0.4239376661727961;139.48824123997773;-2.999695598985629;3.141592653589793;0.24429043515217042;1.3089005235599975;580.5431340326325;63.384159653401845
user16;train;session_1607878631.csv;12612;12616;5;1;2.0;0.8580000000001746;1;1.0;2.3310023310018564;0.0;3.141592653589793;0.6283185307179586;0.0;0.0;0.0
user16;train;session_1607878631.csv;12617;12644;28;1;2133.5753725560394;3.0579999999999927;2;0.47947891224107786;697.7028687233632;-2.356194490192345;3.029636731847336;-0.5320717757161316;17.54385964909444;2946.4131490961504;723.4815142818775
user16;train;session_1607878631.csv;12645;12655;11;1;938.1873560138481;1.7779999999993379;0;0.24788419738081585;527.6644297042731;-2.677945044588987;3.0502445352520127;1.1141207279711802;0.0;2085.9811190976466;793.6619409230625
user16;train;session_1607878631.csv;12656;12664;9;1;804.344035736305;0.7950000000000728;6;0.7880718641248609;1011.7535040707313;-2.8023000391357487;2.896613990462929;-0.260442983279046;37.82665711562706;6307.831507109069;915.4567658659412
user16;train;session_1607878631.csv;12665;12680;16;1;765.5127542443538;1.4660000000003492;2;0.8142559972028229;522.1778678336776;-2.796037073008081;3.0940095503128098;-0.6606358927971214;14.333769086458227;1769.3107129429202;475.69918169426575
user16;train;session_1607878631.csv;12681;12751;71;0;1477.6714760630098;10.015000000000327;6;0.0665996462591187;1.4754582886300165;-3.088072385130478;3.0810606338076862;0.4920601457607427;0.9861932938863658;994.260102840906;190.97276963439907
user16;train;session_1607878631.csv;12752;12812;61;0;1133.370973275331;10.373999999999796;6;0.13782618232749458;1.0925110596446435;-3.1016139664665032;3.141592653589793;-0.27336541964572364;1.0020040080164412;1008.2715756451661;166.8262266506383
user16;train;session_1607878631.csv;12813;12875;63;0;818.3059496969213;10.359000000000378;2;0.2232985984683989;0.7899468575122033;-2.819842099193151;3.141592653589793;-0.27681519093235457;0.8779631255486317;564.4905268141183;110.69203412595469
user16;train;session_1607878631.csv;12876;12897;22;1;464.84341256860637;2.199000000000524;6;0.3511239305359329;211.3885459611167;-3.1152829363368713;3.141592653589793;0.6965990495037303;5.813953488386604;1133.9464386494872;188.05118889438444
user16;train;session_1607878631.csv;12898;12931;34;1;1059.2321431496034;3.6970000000001164;5;0.34553461059949714;286.51126403829323;-1.8157749899217608;3.141592653589793;0.7127038727403504;5.347593582890614;1194.24074423116;296.06712496307483
user16;train;session_1607878631.csv;12932;12983;52;1;1202.2858288435286;6.225000000000364;4;0.10820731243061853;193.13828575798527;-2.999695598985629;3.058451421701352;0.12954228396058326;2.6666666666666665;1395.1290207173993;220.82062531201183
user16;train;session_1607878631.csv;12986;12992;7;1;41.475216428224684;3.087999999999738;4;0.5715832543824084;13.43109340292364;-0.8850668158886104;1.5707963267948966;0.308122455030003;0.0;64.42227962259084;16.048914363117337
user16;train;session_1607878631.csv;12993;13002;10;1;250.89475492066344;0.8580000000001746;5;0.9429443685984692;292.418129278103;0.0;1.1220729827841756;0.34837500139894156;36.16325896151473;1303.1372112006875;274.2151550426295
user16;train;session_1607878631.csv;13003;13008;6;0;274.4567499230744;0.5300000000006548;1;0.9587621610528523;517.8429243825195;-3.096169374168216;3.141592653589793;-0.9741578125299037;63.829787234007966;1420.8203577794466;330.63316929743837
user16;train;session_1607878631.csv;13009;13014;6;3;75.17742799230606;0.40599999999994907;4;0.9990577348587701;185.16607879880664;-0.08865588186743746;0.0;-0.014775980311239577;51.28205128236701;410.70389083697285;129.4939626174773
user16;train;session_1607878631.csv;13015;13032;18;1;221.79301677415373;1.63799999999992;1;0.3113294864321219;135.40477214539962;-2.677945044588987;3.141592653589793;0.2234776837141118;6.410256410258503;328.8706115416928;135.5502527524502
user16;train;session_1607878631.csv;13033;13040;8;0;46.13320736702157;0.7649999999994179;5;0.7408115960673682;60.30484623144663;-1.2490457723982544;1.5707963267948966;0.1277883929269373;6.410256410258503;127.2727272731061;30.58531957813388
user16;train;session_1607878631.csv;13041;13049;9;1;46.449206676449;0.5769999999993161;1;0.8106993307728169;80.50122474264136;-2.843093722003614;2.819842099193151;0.2487208813318706;29.011721653062285;171.86696192973145;57.0271701607012
user16;train;session_1607878631.csv;13050;13060;11;1;335.801805472512;0.8259999999991123;5;0.7965159491380798;406.53971606885335;-0.6107259643892086;2.2655346029916;0.6633922329486721;21.276595744875184;1301.2331237878107;365.55007363190117
user16;train;session_1607878631.csv;13061;13120;60;0;2561.728364996062;10.139999999999418;1;0.4731188830422224;2.5263593343157877;-3.0387213278944003;3.141592653589793;0.6701217691361449;0.915750915750452;7015.583137016297;382.1976076995077
user16;train;session_1607878631.csv;13121;13148;28;0;2370.646285084033;3.244999999999891;0;0.2706558040442641;730.5535547254585;-1.1071487177940904;3.141592653589793;1.1067197393046522;7.092198581533568;6683.796930172047;778.6829211889369
user16;train;session_1607878631.csv;13149;13163;15;0;1785.7363345219378;1.2640000000001237;4;0.9137508608443403;1412.7660874381038;-0.7665324773757776;3.141592653589793;0.5814412883807759;6.410256410258503;5491.130157438115;963.0426866355496
user16;train;session_1607878631.csv;13164;13175;12;1;332.1578033043543;1.123000000000502;6;0.8730841824212057;295.7772068603791;-0.16514867741462683;3.141592653589793;0.6609657303425779;7.092198581579314;1794.5496451005934;245.93544068750398
user16;train;session_1607878631.csv;13176;13208;33;0;9245.317202482733;41.0590000000002;7;0.004267981124898718;2.2517151422301294;-2.1962813670341257;3.0759337457918;0.35553230214654996;56.33623906327331;12744.813329905655;1799.6500113734642
user16;train;session_1607878631.csv;13209;13230;22;1;2200.339850626437;1.8720000000002983;0;0.7279151446500101;1175.395219351542;-2.9837472171137933;3.141592653589793;0.5409266457467227;6.410256410258503;7570.186140719421;1044.2364891438178
user16;train;session_1607878631.csv;13231;13243;13;1;1804.0939838977306;1.1080000000001746;4;0.8310817169227317;1628.2436677774785;-2.9533711482850227;1.1071487177940904;-0.4413887789240992;47.91574237519472;7059.458659767502;1479.37321981243
user16;train;session_1607878631.csv;13244;13251;8;0;744.5345564709995;0.7950000000000728;3;0.9365801466009308;936.5214546804168;-2.32590073027357;2.896613990462929;-0.3173697907373042;33.25085181955189;2418.4885315552583;680.5808275635484
user16;train;session_1607878631.csv;13252;13269;18;1;896.6282418096514;3.0890000000008513;0;0.9161259197035861;290.2648888991273;-3.1085468365708633;2.9670938549612966;1.2169485621639948;0.0;3064.893075587831;450.51866851161674
user16;train;session_1607878631.csv;13270;13325;56;1;1757.8774994336652;9.376000000000204;5;0.1212769695965514;187.48693466655578;-0.2536740961386427;3.141592653589793;1.0407218746767168;0.0;1096.826901539433;277.5002302436154
user16;train;session_1607878631.csv;13326;13343;18;1;360.6905910935692;2.1530000000002474;4;0.5933322101402123;167.52930380563296;-0.6055446636049701;2.5535900500422257;0.6250080039136667;3.5587188612106093;489.3444166297088;190.80959557274755
user16;train;session_1607878631.csv;13344;13364;21;1;989.0200800050434;2.4960000000000946;0;0.00904356958046145;396.2420192327748;-0.7853981633974483;3.064820762320015;0.7735900502781231;4.3116267145584315;1944.7747325469586;434.2087085191885
user16;train;session_1607878631.csv;13365;13384;20;1;901.8949073029953;2.8549999999995634;6;0.7041604627476057;315.90014266309396;-2.819842099193151;3.141592653589793;0.7312930917662369;5.656854249492381;2918.5993853109126;420.5689486543079
user16;train;session_1607878631.csv;13385;13393;9;1;692.3352583462009;0.9679999999998472;2;0.9865257912467615;715.2223743247006;-1.6959253149951496;0.0;-0.9018952311164088;0.0;2940.4206438486635;778.6556998687953
user16;train;session_1607878631.csv;13394;13406;13;1;506.2528332883905;1.123000000000502;0;0.9782889388426236;450.80394771875706;-3.0689931998592987;3.141592653589793;0.8540437752185549;16.0;1384.227042308458;418.96997096820337
user16;train;session_1607878631.csv;13407;13430;24;1;663.7030000828184;2.761000000000422;4;0.7529692293113246;240.38500546277328;-1.087670661977563;0.5880026035475675;-0.2120682449582907;22.13932864272673;824.7701319478728;266.3942668485052
user16;train;session_1607878631.csv;13431;13458;28;1;965.7335440029979;10.187000000000808;7;0.14515969973449042;94.80058348904696;-3.001343043953188;3.141592653589793;1.3149534669675789;0.0;1575.0987106004782;307.4126108094951
user16;train;session_1607878631.csv;13459;13473;15;1;1380.5870581027011;2.0910000000003492;1;0.9542411595833346;660.2520603072552;-3.0287408492529106;3.141592653589793;0.5521529030837911;2.2663678884191616;4410.02801664046;898.9380306889967
user16;train;session_1607878631.csv;13474;13483;10;1;1547.2267521166489;0.8739999999997963;4;0.9252066327093462;1770.2823250766698;-2.3086113869153615;0.13651631183123797;-0.5817050184607788;0.0;6269.338401242217;1417.342738139516
user16;train;session_1607878631.csv;13484;13490;7;1;470.3707689586954;0.545999999999367;0;0.9884423834514889;861.4849248337742;-3.0051900491888457;3.0628086926006493;0.8430987563790457;0.0;2074.3888173669916;615.9951542569084
user16;train;session_1607878631.csv;13491;13501;11;1;760.8185958876087;1.9340000000001965;1;0.9857785689248247;393.3912078012055;-3.0662637627614533;3.141592653589793;-0.9060700361811688;0.0;2578.5692627427493;629.0263143687159
user16;train;session_1607878631.csv;13502;13508;7;1;101.04172087283628;0.748000000000502;0;0.9997830516617423;135.08251453578671;0.0;3.141592653589793;1.7832772902634788;0.0;302.75229357693075;116.48633631388596
user16;train;session_1607878631.csv;13509;13529;21;1;3257.018489481978;2.4020000000000437;7;0.31420991788743735;1355.961069726028;-3.108271657711546;3.1294867074855275;0.6852052814376086;18.86792452834333;4781.1458117240545;1445.3925262614132
user16;train;session_1607878631.csv;13530;13542;13;0;1993.1464856998307;1.4510000000000218;4;0.9651652245629164;1373.636447760028;-2.5127963671743605;3.141592653589793;-0.4067448790605462;6.487218176027919;5769.1255764633115;1214.1362351680611
user16;train;session_1607878631.csv;13543;13550;8;0;231.24604699283526;0.5460000000002765;0;0.967680133399078;423.5275585947219;-3.113822016996372;2.7728967509317433;-0.025585972609598294;43.86282580441943;1096.9730563531846;227.3576088992883
user16;train;session_1607878631.csv;13551;13579;29;1;502.7863820482629;4.088000000000648;4;0.24066708343988688;122.990797956992;-1.9693187724613168;3.141592653589793;0.7151572619376132;1.1061946902660476;905.8578875232085;172.12905348220997
user16;train;session_1607878631.csv;13580;13589;10;1;861.670791526881;1.0770000000002256;6;0.8422685686236768;800.0657302940581;-2.356194490192345;1.528715919353006;-0.4428397932947159;19.461654528083756;3356.243686892659;787.2146126477396
user16;train;session_1607878631.csv;13590;13609;20;1;735.5854172560648;6.847999999999956;0;0.22730260082087886;107.4160948095896;-3.0419240010986313;2.999695598985629;0.2008335530971074;0.23568230025927922;1240.1959602056045;319.11414549518463
user16;train;session_1607878631.csv;13610;13617;8;1;406.5784694198586;1.0450000000000728;2;0.9043721532354547;389.07030566490937;-3.122364254490086;3.141592653589793;-0.8755081051222928;8.064516129045508;1813.5459028283728;442.4109064338098
user16;train;session_1607878631.csv;13618;13633;16;1;450.25127281306794;1.63799999999992;4;0.7707095770975456;274.87867693106836;-0.6498704494119476;2.677945044588987;0.7803207195740782;6.966569272790347;1230.110682788085;275.55583310384316
user16;train;session_1607878631.csv;13634;13648;15;0;3791.8398463164153;12.573999999999614;7;0.0741646708226078;3.015619410145166;-3.0314211050343407;3.141592653589793;-0.44686877827486204;3.378378378375223;8232.11309147394;1152.4185382534783
user16;train;session_1607878631.csv;13649;13666;18;1;482.0988235788833;2.0119999999997162;3;0.5468901080248373;239.6117413414271;-1.5829908442431484;1.695151321341658;0.3058210248213879;0.0;1151.5132050502336;227.84390568655576
user16;train;session_1607878631.csv;13667;13686;20;1;3684.874008506451;7.113000000000284;7;0.06993176302039143;518.0478009990586;-2.930499320367047;3.141592653589793;-0.0007527325224801235;0.0;7178.534152614404;612.1629379345364
user16;train;session_1607878631.csv;13687;13722;36;0;7979.914778893619;66.19200000000001;3;0.03308994216687963;1.205570881510397;-2.9967181513826797;3.141592653589793;0.019996003720313762;2.5157232704400214;6728.224203033753;1254.5198231422344
user16;train;session_1607878631.csv;13723;13743;21;1;403.4519134864689;2.3090000000001965;7;0.6615335680667339;174.73014875982443;-1.5707963267948966;3.141592653589793;0.9913355846354487;0.0;1309.8798127877167;178.0450661265245
user16;train;session_1607878631.csv;13744;13756;13;1;414.20079013784385;1.1239999999997963;3;0.6622942521687049;368.5060410479706;-2.647651284670212;2.4061528859142878;-0.15680338750072617;11.627906976773208;1109.1281662925712;340.5238545143869
